title,roaster,origin,score,price,review_date,aroma,acidity,body,flavor,aftertaste,full_review,url
LATEST REVIEWS,JBC Coffee Roasters,N/A,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/10/
Colombia El Mirador Natural Secret Stash,Old Soul Co.,"Huila Department, Colombia",93,$20.00/8 ounces,November 2024,9,9,8,9,8,"Blind Assessment: Richly sweet, deeply chocolaty, fruit-forward. Chocolate fudge, strawberry, marjoram, Meyer lemon zest, cashew butter in aroma and cup. Bright, balanced acidity; rich, velvety mouthfeel. Finish consolidates to notes of chocolate fudge and marjoram. Notes: Produced by Elkin Guzman of Finca El Mirador, entirely of the Tabi variety of Arabica, and processed by the thermal shock method, in which the coffee fruit, after having been first sanitized with ozone, undergoes two stages of fermentation. First, the whole cherries are submerged under water for 48 hours, then the beans are pulped and fermented, then given a “thermal shock” using hot and cold rinses to help the beans absorb the fermentation metabolites and halt any further fermentation. Afterward, the washed parchment is rapidly dried quickly to avoid over-oxidation or continued fermentation. Old Soul is a roastery, bakery, and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information. Bottom Line: A deeply chocolaty, berry-driven Colombia, processed by the thermal shock method, that delivers layers of fruit, nut and citrus tones. Explore Similar Coffees: Click here for more reviews from Old Soul Co.",https://www.coffeereview.com/review/colombia-el-mirador-natural-secret-stash/
Sumatra Suku Batak,Coffee Cycle Roasting,"Lintongnihuta, northern Sumatra, Indonesia",93,$17.25/200 grams,November 2024,9,8,9,9,8,"Blind Assessment: Rich-toned, earthy-sweet. Pipe tobacco, date, cedar, rhododendron, sage in aroma and cup. Gentle, round acidity; plush, creamy-smooth mouthfeel. Resonant, aromatic finish centered around notes of pipe tobacco and date. Notes: Produced by smallholding farmers, from trees of the Ateng, Jember and Garundang varieties of Arabica, and processed by the traditional Sumatra washed and wet-hulled method. Coffee Cycle Roasting is a San Diego-based specialty roaster founded by cycling enthusiasts. Visit www.coffeecycleroasting.com for more information. Bottom Line: A classic Sumatra profile with its sweet earthiness and rich, viscous body — sweet, savory, deep-toned. Explore Similar Coffees: Click here for more reviews from Coffee Cycle Roasting",https://www.coffeereview.com/review/sumatra-suku-batak/
LATEST REVIEWS,Coffee By Design,N/A,92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/9/
Bolivia Finca Alasitas Geisha Natural,Coffee Cycle Roasting,"Caranavi, Bolivia",93,$40.00/150 grams,November 2024,9,9,8,9,8,"Blind Assessment: Delicately floral, sweetly tropical. Lilac, lychee, tangerine, cocoa nib, lemon thyme in aroma and cup. Gently bright, floral acidity; crisp, silky-smooth mouthfeel. Cocoa-toned finish with lychee and tangerine undertones. Notes: Produced by the Rodriguez family of Finca Alasitas, entirely of the Geisha variety of Arabica, and processed by the cocoa natural method, meaning the beans are partially dried in the whole fruit on raised beds, then transferred to a cocoa box to dry slowly at a low temperature over time. Coffee Cycle Roasting is a San Diego-based specialty roaster founded by cycling enthusiasts. Visit www.coffeecycleroasting.com for more information. Bottom Line: A pretty Bolivia natural with sweet floral, complex citrus and tropical fruit impulses. Explore Similar Coffees: Click here for more reviews from Coffee Cycle Roasting",https://www.coffeereview.com/review/bolivia-finca-alasitas-geisha-natural/
Costa Rica La Casilla Secret Stash,Old Soul Co.,"Tarrazu, Costa Rica",93,$20.00/8 ounces,November 2024,9,8,9,9,8,"Blind Assessment: Richly sweet, deep-toned. Agave syrup, guava, cocoa nib, lemon verbena, cedar in aroma and cup. Gently citrusy acidity; plush, syrupy-smooth mouthfeel. The cocoa-driven finish has undertones of lemon verbena and agave. Notes: Produced by Pito and Jose Solis, entirely of the Typica variety of Arabica, and processed by the honey method, in which some of the fruit flesh is left on the beans during the drying process. Old Soul is a roastery, bakery, and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information. Bottom Line: A delicately sweet, crisply cocoa-toned honey-processed Costa Rica cup with an especially nice, viscous body. Explore Similar Coffees: Click here for more reviews from Old Soul Co.",https://www.coffeereview.com/review/costa-rica-la-casilla-secret-stash/
LATEST REVIEWS,Backroads Coffee and Tea,N/A,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/415/
Ballista Espresso,Barrington Coffee Roasting Co.,"Ethiopia, Brazil",94,$18.45/12 ounces,November 2024,9,N/A,9,9,8,"Blind Assessment: Evaluated as espresso. Deep-toned, richly fruity and chocolaty. Dark chocolate, goji berry, purple plum, pink grapefruit, cedar in aroma and small cup. Plush, creamy mouthfeel; chocolaty, citrusy finish. Everything is amplified in cappuccino format,  especially the dark chocolate and purple plum notes. Notes: A blend of two coffees, a natural Ethiopia and a pulped natural Brazil. Roasted for espresso applications. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery, and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information. Bottom Line: A complex, nuanced Ethiopia/Brazil espresso blend that isn’t bashful about its fruit or its chocolate, fully embracing both impulses throughout the profile, both in the straight shot and in milk. Explore Similar Coffees: Click here for more reviews from Barrington Coffee Roasting Co.",https://www.coffeereview.com/review/ballista-espresso/
Colombia Finca Juan Martin Sidra Natural,Oceana Coffee,"Sotara, Cauca Department, Colombia",93,$38.00/12 ounces,November 2024,9,8,9,9,8,"Blind Assessment: Richly fruit-centric, flavor-saturated. Lavender, cherry candy, Orange Crush, baking chocolate, oak in aroma and cup. Brisk, citrusy acidity; plush, creamy mouthfeel. Lavender and cherry candy carry the focused finish. Notes: Produced at Finca Juan Martin, owned and operated by Banexport, entirely of the Sidra variety of Arabica, and processed by the natural method (dried in the whole fruit). Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Visit www.oceanacoffee.com for more information. Bottom Line: Spice-toned florals and sweetly tart fruit notes are front and center in this confident natural Colombia Sidra. Explore Similar Coffees: Click here for more reviews from Oceana Coffee",https://www.coffeereview.com/review/colombia-finca-juan-martin-sidra-natural/
Ethiopia Natural Lion 88,David's Nose,"Guji Zone, Oromia region, southern Ethiopia",94,NT $500/8 ounces,November 2024,9,9,9,9,8,"Blind Assessment: Delicately sweet-tart, balanced. Strawberry, macadamia nut, lemon verbena, dark chocolate, oak forest notes in aroma and cup. Sweetly tart structure with high-toned, balanced acidity; crisp, syrupy mouthfeel. Finish consolidates to notes of cocoa-toned strawberry with sweet herb undertones. Notes: Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). David's Nose is a specialty coffee roaster based in Taipei, Taiwan whose founder studied agronomy and has a deep interest in crop quality. For more information, visit www.davidsnosecoffee.com. Bottom Line: An invitingly complex Ethiopia natural driven by notes of sweet berries, deep chocolate, and gentle, aromatic herbs. Explore Similar Coffees: Click here for more reviews from David's Nose",https://www.coffeereview.com/review/ethiopia-natural-lion-88/
LATEST REVIEWS,Heady Cup,N/A,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/
LATEST REVIEWS,Oliver's Custom Coffees,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"We have published thousands of coffee reviews and espresso reviews since 1997. The reviews below appear in reverse chronological order by review date. Older reviews may no longer accurately reflect current versions of the same coffee. To search for a specific roaster, origin or coffee use the Advanced Search Function. Show all reviews Show North American roaster reviews only",https://www.coffeereview.com/review/page/11/
Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,Oceana Coffee,"Quindio Department, Colombia",93,$38.00/12 ounces,November 2024,9,9,8,9,8,"Blind Assessment: Distinctly berry-toned, crisply sweet-tart. Wild strawberry, cocoa nib, lemon verbena, honey, fresh-cut fir in aroma and cup. Gently bright, juicy acidity; crisp, velvety mouthfeel. Strawberry and cocoa nib lead in the resonant finish. Notes: Produced by Jairo Arcila, entirely of the Pink Bourbon variety of Arabica, and processed by the anaerobic natural method, with the addition of wine yeast and strawberries to the fermentation. Established in 2009 by Amy and Scott Angelo, Oceana brews specialty coffees that have been roasted in small batches at its roasting house and café in Tequesta, Florida. Visit www.oceanacoffee.com for more information. Bottom Line: A Colombia Pink Bourbon co-fermented with strawberries for an intensely fruit-forward, cocoa-toned cup. Explore Similar Coffees: Click here for more reviews from Oceana Coffee",https://www.coffeereview.com/review/colombia-santa-monica-pink-bourbon-honey-co-ferment-strawberry/
Cruz Loma Ecuador,JBC Coffee Roasters,"San José de Minas, Pichincha Province, Ecuador",94,$22.00/8 ounces,November 2024,9,9,9,9,8,"Blind Assessment: Delicate, richly aromatic. Star jasmine, cocoa nib, bergamot, spearmint, frankincense in aroma and cup. Sparkling, juicy acidity; full syrupy mouthfeel. Sweetly herbaceous finish with undertones of cocoa nib and bergamot. Notes: Produced by Maria Alexandra Rivera and Galo Morales and their extended family at Finca Cruz Loma, entirely of the Sidra variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information. Bottom Line: Pretty notes of sweet herbs, cocoa nib, and spice-toned florals carry this washed Ecuador Sidra with especially nice, high-toned acidity. Explore Similar Coffees: Click here for more reviews from JBC Coffee Roasters",https://www.coffeereview.com/review/cruz-loma-ecuador/
